kode_desa,slope_deg,slope_deg_max,elev_m_mean,elev_m_max,rain_mm,catch_km2,wind50,feedstock,dist_grid_m,wdpa_overlap_frac,in_pa,treecover_pct_2000,forest_loss_pct,primary_forest_frac,high_forest,catch_eff,head_eff,Q_eff,hydro_kw,hydro_grade,tech,rationale,name,kecamatan,kabupaten,l1_class,esdm_hydro_dist_m,esdm_hydro_mw,esdm_hydro_class,esdm_hydro_desa,esdm_hydro_kab,esdm_offgrid_dist_m,esdm_offgrid_type,esdm_offgrid_kw,esdm_offgrid_desa,esdm_offgrid_year,esdm_substation_dist_m,esdm_substation_name,esdm_substation_mva,esdm_substation_kv,esdm_substation_status,esdm_powerplant_dist_m,esdm_powerplant_name,esdm_powerplant_mw,esdm_powerplant_type,esdm_powerplant_fuel,esdm_solar_zone,esdm_solar_kwh_m2,esdm_solar_pot_gwp,lat,lon
81.05.06.2006,4.82342740200284,24.82008722028991,107.33468752554366,230.0,2648.619416883662,65.1,2.43333014008413,0.9902823428268881,36189.76502669643,0.0,False,98.60006421723774,62.96135074528429,0.0,False,25.0,42.19206441326103,0.10498396344192595,21.72664917545529,marginal,solar_biomass_hybrid,99% cropland/tree cover - sago/coconut residue,Waras-Waras,Tutuk Tolu,Seram Bagian Timur,intermittent,3239.602000836224,0,Mikro Hidro Kelas A (PLTMH),Airkasar,Seram Bagian Timur,282472.5847749975,PLTS Terpusat,30.0,Kaimer,2016,272729.7831132267,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,12067.88599562193,PLTD Kiandarat,1.8,PLTD,HSD,True,4.12750006,0.16922700000000002,-3.5523946812905876,130.7935175358045
81.05.06.2007,5.369790903392438,30.396708256075488,91.84239807421558,349.0,2538.764554135101,1057.35,1.7513287503928117,0.9803722867902441,33932.31740584852,0.0,False,98.452312031674,72.32924119936463,0.0,False,25.0,46.99794910472919,0.10062961988422366,23.197637122128974,marginal,solar_biomass_hybrid,98% cropland/tree cover - sago/coconut residue,Gah,Tutuk Tolu,Seram Bagian Timur,intermittent,4483.174625073934,0,Mikro Hidro Kelas A (PLTMH),Kilbon Kway,Seram Bagian Timur,292919.6434110479,PLTS Terpusat,30.0,Kaimer,2016,259950.14801464972,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,24025.134954347082,PLTD Kiandarat,1.8,PLTD,HSD,True,3.9195001100000004,0.16069999000000001,-3.5234892266767037,130.67818513010246
81.05.06.2008,6.104664856692517,20.476621251444865,48.16751825899607,212.0,3281.9895181473594,7.77,2.5315985928541775,0.9581289803089086,26328.65591630866,0.0,False,95.2214765100671,37.98581560283689,0.0,False,7.77,53.47575912091249,0.04043166310883591,10.605168567989697,marginal,solar_biomass_hybrid,96% cropland/tree cover - sago/coconut residue,Walang Tenga,Tutuk Tolu,Seram Bagian Timur,intermittent,3826.458266337414,0,Mikro Hidro Kelas A (PLTMH),Rumfakar,Seram Bagian Timur,271871.11463519454,PLTS Terpusat,30.0,Kaimer,2016,277719.52287133015,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,2931.877412534031,PLTD Kiandarat,1.8,PLTD,HSD,True,4.38100004,0.179621,-3.639344512062425,130.83698242483618
81.05.06.2010,9.214854249509738,25.16257640329103,151.00086204866096,334.0,3439.143535806098,1.89,,0.9812191276319693,28533.592439438813,0.0,False,96.08583361448164,31.176757812500007,0.0,False,1.89,60.0,0.010305652718597041,3.0329535950831095,none,solar_biomass_hybrid,98% cropland/tree cover - sago/coconut residue,Taruy,Tutuk Tolu,Seram Bagian Timur,intermittent,7461.3450419714945,0,Mikro Hidro Kelas A (PLTMH),Airkasar,Seram Bagian Timur,272139.661964545,PLTS Terpusat,30.0,Kaimer,2016,281214.1927871997,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,2761.399177954324,PLTD Kiandarat,1.8,PLTD,HSD,True,4.36800003,0.17908800000000002,-3.611681628956629,130.86928659767264
81.05.06.2011,3.3550979615020404,21.58768770470482,40.405984166344,276.0,2470.8950785643847,1082.97,2.3090236671656115,0.8000968169068897,41797.232967625976,0.0,False,96.81227334761128,27.24061375591938,0.0,False,25.0,29.312264476798426,0.09793946119373037,14.081408344152356,marginal,solar_biomass_hybrid,80% cropland/tree cover - sago/coconut residue,Kufar,Tutuk Tolu,Seram Bagian Timur,intermittent,10773.619413770663,0,Mikro Hidro Kelas A (PLTMH),Airkasar,Seram Bagian Timur,289620.05787876365,PLTS Terpusat,30.0,Kaimer,2016,272213.62143733323,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,19606.442130094845,PLTD Kiandarat,1.8,PLTD,HSD,True,4.329,0.177489,-3.4763319565527633,130.7876688615606
81.05.07.2001,9.620504942596222,35.1852198574332,139.08628254739378,533.0,3601.466465640101,182.7,1.0235149862018085,0.8762445260491332,7966.63919102654,0.0,False,90.53399351970039,63.09001411836533,0.0,False,25.0,60.0,0.14275219057743932,42.0119696869404,moderate,micro_hydro,"~42 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Dihil,Siwalalat,Seram Bagian Timur,intermittent,2621.4902307962607,0,Mikro Hidro Kelas C (PLTMH),Dihil,Seram Bagian Timur,240709.86562454808,PLTMH,30.0,Tahalupu,2014,173649.35288100498,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,10672.23425098922,PLTD Laimu,1.8,PLTD,HSD,True,4.2249999,0.17322500000000002,-3.29912214230109,129.88028729842867
81.05.07.2002,15.145574865693648,54.21149490187917,447.2585117733636,1037.0,5032.230795945279,77.28,0.9508759094040927,0.9881312182897101,9958.298988783175,0.0,False,98.8335122466874,68.92720464178431,0.0,False,25.0,60.0,0.19946373969214862,58.70217859139934,moderate,micro_hydro,"~59 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Liliama,Siwalalat,Seram Bagian Timur,intermittent,1529.1498863274783,0,Mikro Hidro Kelas A (PLTMH),Liliama,Seram Bagian Timur,244597.58290248722,PLTMH,30.0,Tahalupu,2014,179097.75216792276,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,18149.261627990047,PLTD Laimu,1.8,PLTD,HSD,True,3.30850005,0.135649,-3.2244279744769004,129.91634226271412
81.05.07.2003,13.480440835354033,38.736247440539735,277.9727000962321,634.0,3545.5251990633587,85.25999999999999,1.082083696859364,0.9934094923186029,19728.688580972634,0.0,False,99.08731700412295,67.48887317499275,0.0,False,25.0,60.0,0.1405348331693683,41.35940140174509,moderate,micro_hydro,"~41 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Naiwel Ahinulin,Siwalalat,Seram Bagian Timur,intermittent,4992.106258976696,0,Mikro Hidro Kelas B (PLTMH),Atiahu,Seram Bagian Timur,257569.88691869602,PLTMH,30.0,Tahalupu,2014,189777.63921979902,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,15040.81586240182,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,4.07550001,0.16709501000000002,-3.3269477198951645,130.0312594077013
81.05.07.2004,15.159552282010132,54.07863225577989,549.3830326155305,1185.0,4963.245473558888,14.91,1.0710614111353747,0.9939442934541458,10954.128887661493,0.0,False,99.0905697279496,40.99008946010467,0.0,False,14.91,60.0,0.11732938548129601,34.53003814714542,moderate,micro_hydro,"~35 kW screening potential (capped catchment 15 km2, head 60 m); 24-h baseload",Polin,Siwalalat,Seram Bagian Timur,intermittent,4761.488859962861,0,Mikro Hidro Kelas A (PLTMH),Liliama,Seram Bagian Timur,248214.73407686246,PLTMH,30.0,Tahalupu,2014,182368.29415877574,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,20402.08774405545,PLTD Laimu,1.8,PLTD,HSD,True,3.28250003,0.134583,-3.237047763889326,129.94893060961502
81.05.07.2005,13.953868083178882,38.18322754894855,502.25869630077415,1181.0,4572.837859434262,10.5,1.1023228103662508,0.9977882956606362,13443.703634857287,0.0,False,99.29452638690066,47.61014245641055,0.0,False,10.5,60.0,0.07612696208152549,22.404164940592953,marginal,solar_biomass_hybrid,100% cropland/tree cover - sago/coconut residue,Tunsai,Siwalalat,Seram Bagian Timur,intermittent,5038.10454259878,0,Mikro Hidro Kelas A (PLTMH),Lapela,Seram Bagian Timur,250700.93994805616,PLTMH,30.0,Tahalupu,2014,184474.7592768504,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,21897.8985613007,PLTD Laimu,1.8,PLTD,HSD,True,3.34750009,0.13724799000000001,-3.252880773868795,129.97123411310048
81.05.07.2006,12.929207535261238,49.1515542440289,386.10133916366476,772.0,4329.896669792357,37.17,1.1172400223267926,0.9958730982356983,14937.448483174763,0.0,False,98.97675309484535,34.12572897103885,0.0,False,25.0,60.0,0.17162515338788834,50.50928264205554,moderate,micro_hydro,"~51 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Lapela,Siwalalat,Seram Bagian Timur,intermittent,2628.7608340659126,0,Mikro Hidro Kelas A (PLTMH),Lapela,Seram Bagian Timur,253702.02309954542,PLTMH,30.0,Tahalupu,2014,187430.3465450246,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,22879.531159216167,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,3.37350011,0.13831399,-3.252762107260876,129.99826928248595
81.05.07.2007,12.597671442405831,38.18562144290831,307.7981791666076,691.0,4185.7720361772135,49.14,1.0364760082702555,0.9978236865642509,15941.02073856941,0.0,False,99.42017668585814,46.35224274406334,0.0,False,25.0,60.0,0.16591245069829771,48.82803424050902,moderate,micro_hydro,"~49 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Nayet,Siwalalat,Seram Bagian Timur,intermittent,1846.2006165599207,0,Mikro Hidro Kelas A (PLTMH),Elnusa,Seram Bagian Timur,250178.17640168808,PLTMH,30.0,Tahalupu,2014,183028.65461485105,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,18253.992107147573,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,3.83500004,0.157235,-3.297932765277835,129.96565404313014
81.05.07.2008,13.722518054713662,40.16362327580313,436.74468862559485,1061.0,4072.3811063106523,59.849999999999994,1.1332951485212486,0.9929593099467364,16498.84089394616,0.0,False,98.90001904840354,71.53442004580361,0.0,False,25.0,60.0,0.16141794719965485,47.505301860858424,moderate,micro_hydro,"~48 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Elnusa,Siwalalat,Seram Bagian Timur,intermittent,1291.911431040753,0,Mikro Hidro Kelas A (PLTMH),Elnusa,Seram Bagian Timur,256168.1277776577,PLTMH,30.0,Tahalupu,2014,189531.30227603027,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,21209.41542651924,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,3.59450006,0.147374,-3.268875326813121,130.02028302882863
81.05.07.2009,10.319532679615646,38.736247440539735,290.916770872827,833.0,3391.1430829008605,668.85,1.2372133516215624,0.9803128264813551,19822.665517107554,0.0,False,97.23869746225068,50.77951590740939,0.0,False,25.0,60.0,0.13441555218246054,39.558497007298136,moderate,micro_hydro,"~40 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Atiahu,Siwalalat,Seram Bagian Timur,dark_settled,1132.728184112332,0,Mikro Hidro Kelas A (PLTMH),Atiahu,Seram Bagian Timur,265303.58220844046,PLTMH,30.0,Tahalupu,2014,197910.11623435677,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,20729.156289692448,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,3.88050008,0.15910099000000003,-3.3023812822725103,130.10183393072236
81.05.07.2010,9.8503360603886,25.937789903022935,177.68869445692678,589.0,3990.193712758697,55.86,1.040971701966301,0.9880291894573319,17952.499042612424,0.0,False,98.65019222359294,81.47379346133886,0.0,False,25.0,60.0,0.1581602657581295,46.54656621261751,moderate,micro_hydro,"~47 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Sabuai,Siwalalat,Seram Bagian Timur,intermittent,2326.963577203034,0,Mikro Hidro Kelas A (PLTMH),Elnusa,Seram Bagian Timur,249829.79086565974,PLTMH,30.0,Tahalupu,2014,181959.46181204406,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,14486.301723747381,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,4.20550013,0.172426,-3.3340797163393545,129.96115966625226
81.05.07.2011,13.306543336047598,44.77668493037726,380.3771906218312,1089.0,3875.6470412193407,73.5,1.0464161509933458,0.9954749244873287,19083.640759987335,0.0,False,99.32405546509555,77.86064838431636,0.0,False,25.0,60.0,0.1536199518494475,45.2103518292924,moderate,micro_hydro,"~45 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Abulate,Siwalalat,Seram Bagian Timur,intermittent,5753.239096268896,0,Mikro Hidro Kelas A (PLTMH),Elnusa,Seram Bagian Timur,255123.98556990732,PLTMH,30.0,Tahalupu,2014,187613.34594572106,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,16165.932676406506,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,4.01049995,0.16443001000000002,-3.3134713177584314,130.00972579432886
81.05.07.2012,3.2687472598675447,16.644880587871167,35.15804273212189,109.0,3050.1480050929927,916.65,1.2540096314247011,0.865159754956806,21135.955410005718,0.0,False,83.98757251278285,47.130793270829194,0.0,False,25.0,28.556188844364048,0.12089944845149166,16.934156795091038,marginal,solar_biomass_hybrid,87% cropland/tree cover - sago/coconut residue,Adabai,Siwalalat,Seram Bagian Timur,intermittent,5698.626696502614,0,Mikro Hidro Kelas C (PLTMH),Atiahu,Seram Bagian Timur,255042.0181958014,PLTMH,30.0,Tahalupu,2014,186229.95136009826,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,8540.36034998509,PLTD Werinama,0.7000000000000001,PLTD,HSD,True,4.30950022,0.17669,-3.381924745176427,130.0055269753705
81.05.08.2001,9.046453287930397,39.17549167132215,201.46597738591024,468.0,2821.4559644915116,433.02,1.3090805700688812,0.9920158986306749,30904.675673755257,0.0,False,98.78180458646686,49.72779912332922,0.0,False,25.0,60.0,0.11183472715672214,32.91296020222333,moderate,micro_hydro,"~33 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Selor,Kilmury,Seram Bagian Timur,intermittent,3612.249165214279,0,Mikro Hidro Kelas A (PLTMH),Selor,Seram Bagian Timur,303109.01485425496,PLTS Terpusat,30.0,Kaimer,2016,241146.5146309242,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,40516.465906077436,PLTD Kiandarat,1.8,PLTD,HSD,True,3.93249989,0.16123299000000002,-3.5475188303800786,130.50893061253888
81.05.08.2002,6.665816014337452,29.72040632078948,145.7360792545329,480.0,2620.1887685105057,253.04999999999998,2.3116877885604077,0.995815524561207,37374.31301375318,0.0,False,99.21833955794898,32.90838068181819,0.0,False,25.0,58.434093634761986,0.10385705100958054,29.767427915504623,marginal,solar_biomass_hybrid,100% cropland/tree cover - sago/coconut residue,Nekan,Kilmury,Seram Bagian Timur,intermittent,5538.759402215819,0,Mikro Hidro Kelas A (PLTMH),Nekan,Seram Bagian Timur,287763.21840949496,PLTS Terpusat,30.0,Kaimer,2016,254497.12559806852,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,26112.472366254562,PLTD Kiandarat,1.8,PLTD,HSD,True,3.88700008,0.159367,-3.6264360447880235,130.62803366296387
81.05.08.2003,7.861998305080568,25.686529695037642,167.57651862475694,450.0,2632.111777124989,33.6,2.8378299782429823,0.9957908608311848,36868.98672156586,0.0,False,99.38108530730419,34.747068676716964,0.0,False,25.0,60.0,0.10432964616331293,30.704214865862998,moderate,micro_hydro,"~31 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Afang Kota,Kilmury,Seram Bagian Timur,intermittent,6198.051779121498,0,Mikro Hidro Kelas A (PLTMH),Kilbon Kway,Seram Bagian Timur,285837.5423422596,PLTS Terpusat,30.0,Kaimer,2016,251011.98678078246,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,30250.44789901471,PLTD Kiandarat,1.8,PLTD,HSD,True,4.20550013,0.172426,-3.680135946838665,130.5942045511179
81.05.08.2004,7.847274185739103,27.011706392153446,169.8658548809027,443.0,2606.2785295208705,242.54999999999998,2.69308378897176,0.995350385599035,33665.50741323566,0.0,False,99.36961815127886,40.21661732189034,0.0,False,25.0,60.0,0.10330568752857333,30.402863839659133,moderate,micro_hydro,"~30 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Afang Defol,Kilmury,Seram Bagian Timur,intermittent,5235.837391407208,0,Mikro Hidro Kelas A (PLTMH),Nekan,Seram Bagian Timur,282719.89577927487,PLTS Terpusat,30.0,Kaimer,2016,257204.36397905753,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,23818.88108908132,PLTD Kiandarat,1.8,PLTD,HSD,True,4.03649998,0.16549601000000003,-3.666885641885373,130.65079146766837
81.05.08.2005,8.33010603704088,30.710483662099733,224.02688918099602,457.0,2670.8571316126167,127.89,2.9458760669457567,0.9982659562145256,31662.245985706304,0.0,False,99.7699493100796,30.429025423728817,0.0,False,25.0,60.0,0.1058654050772378,31.15618871423109,moderate,micro_hydro,"~31 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Kumelang,Kilmury,Seram Bagian Timur,intermittent,2607.600461984232,0,Mikro Hidro Kelas A (PLTMH),Undur,Seram Bagian Timur,280119.489285662,PLTS Terpusat,30.0,Kaimer,2016,258572.4286918124,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,23074.225769166093,PLTD Kiandarat,1.8,PLTD,HSD,True,4.114500049999999,0.168694,-3.6882439861443537,130.66198318217266
81.05.08.2006,6.815243698993636,21.688485654119475,131.3666866693295,359.0,2295.507190584548,108.78,3.0284610735916497,0.9324562295286939,29577.343889580417,0.0,False,99.10722110884542,17.196169679613394,0.0,False,25.0,59.75631247341037,0.09098756938833984,26.66888538320997,marginal,solar_biomass_hybrid,93% cropland/tree cover - sago/coconut residue,Undur,Kilmury,Seram Bagian Timur,dark_settled,559.7506562546143,0,Mikro Hidro Kelas A (PLTMH),Undur,Seram Bagian Timur,276625.13227324584,PLTS Terpusat,30.0,Kaimer,2016,258965.68549439887,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,24579.406759850084,PLTD Kiandarat,1.8,PLTD,HSD,True,4.329,0.177489,-3.7298549478073997,130.66272597855914
81.05.08.2007,5.862535426936385,17.146500699109748,110.2122009395722,284.0,2208.5626471396295,93.03,3.040144215163425,0.9781175908281922,27779.378438645817,0.0,False,99.2231584011622,13.229282794500197,0.0,False,25.0,51.33956445633421,0.08754132765488766,22.044706473451427,marginal,solar_biomass_hybrid,98% cropland/tree cover - sago/coconut residue,Kamar,Kilmury,Seram Bagian Timur,intermittent,1962.190396605147,0,Mikro Hidro Kelas A (PLTMH),Kamar,Seram Bagian Timur,274650.3930402452,PLTS Terpusat,30.0,Kaimer,2016,259492.6362317559,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,25384.95253076027,PLTD Kiandarat,1.8,PLTD,HSD,True,4.38100004,0.179621,-3.751145668692889,130.66576567445878
81.05.08.2008,6.085643818335766,17.95194004546542,107.31557850072768,249.0,2225.8556704231446,61.11,3.042185302834117,0.9877872831129823,25348.194737249043,0.0,False,98.9956145290848,43.772032902467714,0.0,False,25.0,53.3078765060165,0.08822677536875098,23.069107935048443,marginal,solar_biomass_hybrid,99% cropland/tree cover - sago/coconut residue,Gunak,Kilmury,Seram Bagian Timur,intermittent,2948.6966298819184,0,Mikro Hidro Kelas A (PLTMH),Kamar,Seram Bagian Timur,272664.8965088021,PLTS Terpusat,30.0,Kaimer,2016,260900.12555347747,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,25126.656967531526,PLTD Kiandarat,1.8,PLTD,HSD,True,4.41349983,0.180953,-3.7648266444839766,130.67729230580593
81.05.08.2009,5.172475961522279,18.86435511279771,79.41335602633583,265.0,2591.0461679360706,22.47,3.042185302834117,0.9917576609191479,22510.706164650855,0.0,False,98.80267763046619,54.585994937929385,0.0,False,22.47,45.26139330760594,0.09230848457877268,20.493142121260394,marginal,solar_biomass_hybrid,99% cropland/tree cover - sago/coconut residue,Sumbawa,Kilmury,Seram Bagian Timur,intermittent,5702.530902018677,0,Mikro Hidro Kelas A (PLTMH),Kamar,Seram Bagian Timur,269239.26670279476,PLTS Terpusat,30.0,Kaimer,2016,263939.3402725268,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,24158.5792410604,PLTD Kiandarat,1.8,PLTD,HSD,True,4.41349983,0.180953,-3.783021964187848,130.70308859380802
81.05.08.2010,8.432332197863264,42.10860820361236,164.21614433439134,448.0,2627.5639428174145,47.04,1.687833866583095,0.9955030994270402,38884.40183736918,0.0,False,99.33553642034185,31.835106382978733,0.0,False,25.0,60.0,0.10414938256347567,30.65116328843089,moderate,micro_hydro,"~31 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Kilmury,Kilmury,Seram Bagian Timur,intermittent,2746.6287993075466,0,Mikro Hidro Kelas A (PLTMH),Kilmury,Seram Bagian Timur,296110.37622281513,PLTS Terpusat,30.0,Kaimer,2016,243012.3544592291,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,37603.897213836404,PLTD Kiandarat,1.8,PLTD,HSD,True,4.21199989,0.172692,-3.6184092459020993,130.52474304406314
81.05.08.2012,10.969415266389978,54.414176234452825,217.50711389451948,638.0,3009.075827318535,363.71999999999997,1.302077667430405,0.9924089208352757,29379.34212961124,0.0,False,98.78345073928222,33.4224284791165,0.0,False,25.0,60.0,0.11927146068455637,35.10159087946494,moderate,micro_hydro,"~35 kW screening potential (capped catchment 25 km2, head 60 m); 24-h baseload",Mising,Kilmury,Seram Bagian Timur,intermittent,3336.9480238931574,0,Mikro Hidro Kelas A (PLTMH),Mising,Seram Bagian Timur,306060.77684672526,PLTMH,30.0,Tahalupu,2014,234683.2177141295,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,46575.029065384944,PLTD Kiandarat,1.8,PLTD,HSD,True,4.114500049999999,0.168694,-3.5583991587487103,130.4506882288187
81.05.08.2013,5.2726409250167805,15.79117357098173,94.3020808844362,262.0,2295.185756321668,21.84,3.042185302834117,0.9631462614144632,24243.873528945413,0.0,False,98.66412639820197,28.820116054158607,0.0,False,21.84,46.14280063222697,0.07947561028358896,17.987749614359245,marginal,solar_biomass_hybrid,96% cropland/tree cover - sago/coconut residue,Bitorik,Kilmury,Seram Bagian Timur,intermittent,4654.999633233097,0,Mikro Hidro Kelas A (PLTMH),Kamar,Seram Bagian Timur,270639.3792386283,PLTS Terpusat,30.0,Kaimer,2016,262360.8067697329,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,24998.04376495021,PLTD Kiandarat,1.8,PLTD,HSD,True,4.42000008,0.18122,-3.778627737166027,130.6892214042677
81.05.08.2014,7.611771165421687,22.185777086897186,185.0328174254137,420.0,2477.2330109010263,127.25999999999999,2.994282645686651,0.9875424077483931,30627.17187961941,0.0,False,99.72386869801461,28.233954745979812,0.0,False,25.0,60.0,0.09819067933873299,28.89751692938912,marginal,solar_biomass_hybrid,99% cropland/tree cover - sago/coconut residue,Taa,Kilmury,Seram Bagian Timur,intermittent,1631.5441376077335,0,Mikro Hidro Kelas A (PLTMH),Undur,Seram Bagian Timur,278462.65540523204,PLTS Terpusat,30.0,Kaimer,2016,258526.77479294533,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,23980.205505161925,PLTD Kiandarat,1.8,PLTD,HSD,True,4.23799992,0.17375800000000002,-3.709837652392238,130.66020546133026
81.05.09.2001,3.438162826463591,19.303633877061912,28.50437898089171,69.0,2037.232788480694,2.31,,0.5922590214846919,15461.746892027595,0.0,False,91.28241974736353,41.303729006547115,0.0,False,2.31,30.039695790178882,0.007461326327673774,1.0993869479307792,none,solar_battery,uniform equatorial irradiance; no discriminating alternative,Pulau Panjang,Pulau Panjang,Seram Bagian Timur,intermittent,59481.7501153387,0,Mikro Hidro Kelas A (PLTMH),Keta Rumadan,Seram Bagian Timur,212093.4493359549,PLTS Terpusat,30.0,Kaimer,2016,325418.120986302,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,1043.752084219131,PLTS Panjang,0.075,PLTS,Surya,True,4.673500059999999,0.19161300000000003,-4.016311400878455,131.23150372912792
81.05.09.2002,3.1631214484041332,17.830665014495654,14.045565663447277,54.0,2060.4294536108105,1.47,,0.6797007119228518,16952.115299425026,0.0,False,96.70604345745821,38.39369487708766,0.0,False,1.47,27.63151944496601,0.004802180518784709,0.6508520251987948,none,solar_battery,uniform equatorial irradiance; no discriminating alternative,Argam,Pulau Panjang,Seram Bagian Timur,intermittent,57329.93835664049,0,Mikro Hidro Kelas A (PLTMH),Keta Rumadan,Seram Bagian Timur,214267.95562284207,PLTS Terpusat,30.0,Kaimer,2016,323582.64217931376,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,2710.527873880844,PLTS Panjang,0.075,PLTS,Surya,True,4.66699982,0.191347,-4.002682086032528,131.21690804437333
81.05.09.2003,4.202535408641837,20.06325075747687,25.081674962020433,77.0,2031.1797553762794,0.63,,0.7606785351598934,16544.90862253778,0.0,False,87.92435233160623,21.752912601375005,0.0,False,0.63,36.73994980107012,0.002028861057025394,0.36561994287039157,none,solar_biomass_hybrid,76% cropland/tree cover - sago/coconut residue,Lalasa,Pulau Panjang,Seram Bagian Timur,intermittent,61055.627891525866,0,Mikro Hidro Kelas A (PLTMH),Keta Rumadan,Seram Bagian Timur,209691.26472747087,PLTS Terpusat,30.0,Kaimer,2016,326022.6772652063,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,3462.832099137474,PLTS Panjang,0.075,PLTS,Surya,True,4.67999983,0.19188,-4.041991800589449,131.2328001151033
81.05.09.2004,2.024180067555871,6.427114956244788,2.5437089997788758,11.0,2113.4306232638655,0.21,,0.8987307219871709,18443.137354701208,0.0,False,94.3537012602939,50.0,0.0,False,0.21,17.671656087470694,0.0007036726770760588,0.06099397689018307,none,solar_biomass_hybrid,90% cropland/tree cover - sago/coconut residue,Magat,Pulau Panjang,Seram Bagian Timur,intermittent,55724.46856644358,0,Mikro Hidro Kelas A (PLTMH),Keta Rumadan,Seram Bagian Timur,216360.2056790807,PLTS Terpusat,30.0,Kaimer,2016,322558.1124350301,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,4451.639910601431,PLTS Panjang,0.075,PLTS,Surya,True,4.66050005,0.19108,-3.9841972912168697,131.21039673722316
81.05.09.2006,2.205008377442109,11.324089089215526,2.8805082454717503,11.0,2113.4306232638655,1.26,,0.9101481272302518,17420.686360796753,0.0,False,95.45057766367137,66.66666666666666,0.0,False,1.26,19.251833478532177,0.004222036062456353,0.39868789222843404,none,solar_biomass_hybrid,91% cropland/tree cover - sago/coconut residue,Perik Basaranggi,Pulau Panjang,Seram Bagian Timur,intermittent,56986.36395110882,0,Mikro Hidro Kelas A (PLTMH),Keta Rumadan,Seram Bagian Timur,215207.0886295757,PLTS Terpusat,30.0,Kaimer,2016,323730.69212665583,GI 150 kV PLTMG Ambon Peaker,0.0,150 kV,Operasi,3231.2168053637965,PLTS Panjang,0.075,PLTS,Surya,True,4.66699982,0.191347,-3.989957170971051,131.22021747264594
